6.888149442958529933e-02 1.791845282363861702e-03
8.473408014903227592e-02 4.411461879924263862e-03
1.373425087952744317e-01 1.411995885971709108e-02
1.582654378855011257e-01 1.851179555283560818e-02
1.775866118027846219e-01 2.290363224595412528e-02
1.954277784891282066e-01 2.729546893907264238e-02
2.086826449397823080e-01 3.080119558441207772e-02
2.241396902490263576e-01 3.519303227753060870e-02
2.384104371710438763e-01 3.958486897064912580e-02
2.503032482560932914e-01 4.353365063987811590e-02
2.601683203178648540e-01 4.703937728521757899e-02
2.716697533164115219e-01 5.143121397833608222e-02
2.822855502872065880e-01 5.582305067145458544e-02
1.695754269949245052e-01 8.880728778885982333e-01
2.911299317447771928e-01 5.977183234068357554e-02
2.491038405406043321e-01 8.627832541099331731e-01
1.870950008269848253e-01 8.833982172360550500e-01
2.993582223348291160e-01 6.372061400991255176e-02
3.013242689482392156e-01 8.365703122644924106e-01
3.070126925078260904e-01 6.766939567914152798e-02
3.322363663849451365e-01 8.123459562204511375e-01
3.141327124999654941e-01 7.161817734837051808e-02
3.540970455165700082e-01 7.857316839504581152e-01
3.207549513189886792e-01 7.556695901759950817e-02
3.680404801950014071e-01 7.589793333671946973e-01
3.275770522174609178e-01 7.995879571071805303e-02
3.779077929326997154e-01 7.287711535975928134e-01
3.332572819447375823e-01 8.390757737994704313e-02
3.838384888770773329e-01 6.999755880983340450e-01
3.391073983470564435e-01 8.829941407306553247e-02
3.873296182439289193e-01 6.749954576106287352e-01
3.450216331359117206e-01 9.313430579007357657e-02
3.900079329689706276e-01 6.483708617284285047e-01
3.494740420077900867e-01 9.708308745930256667e-02
3.920032013012539895e-01 6.218817632564470621e-01
3.540572673055201736e-01 1.014749241524210838e-01
3.931103270216050882e-01 6.038993212431444935e-01
3.582807022557890075e-01 1.058667608455396009e-01
3.942971642143762168e-01 5.815970927469189533e-01
3.621716940495993686e-01 1.102585975386580902e-01
3.951926302012976899e-01 5.626177769298649212e-01
3.664434621835806483e-01 1.155365442795556336e-01
3.959258847376643242e-01 5.457429724762862255e-01
3.693735026203237570e-01 1.194853259487846237e-01
3.965975459291380956e-01 5.293112230465969459e-01
3.726761483199650948e-01 1.243202176657926955e-01
3.972033836200637991e-01 5.137655836646867202e-01
3.756897316776051654e-01 1.291551093828007257e-01
3.977045505157177918e-01 5.004352194022241296e-01
3.791505157533076598e-01 1.353191661714773231e-01
3.982394402338662043e-01 4.857756900680930134e-01
3.813785978277968169e-01 1.397110028645958679e-01
3.986818370684958590e-01 4.733314358534095878e-01
3.842040001391340831e-01 1.458750596532724653e-01
3.991296627918588524e-01 4.604441266148365242e-01
3.867105240762956364e-01 1.520391164419491181e-01
3.995970701228027666e-01 4.466707073284845175e-01
3.889316570635762416e-01 1.582031732306257155e-01
3.999365827054369715e-01 4.364417282332486159e-01
3.912904146721630783e-01 1.656963950909708938e-01
4.004110435729791306e-01 4.217821988991174442e-01
3.934297302794784179e-01 1.736326719752056547e-01
4.008422605657671611e-01 4.080087796127653821e-01
3.955243620958818207e-01 1.828981139311089410e-01
4.012438098059388225e-01 3.946784153503027914e-01
3.970980001515823643e-01 1.912774458392332844e-01
4.016759104885708198e-01 3.795758309922822038e-01
3.988972639559493771e-01 2.032012179384736772e-01
4.020466390394140110e-01 3.656884218211429727e-01
4.007084283168472205e-01 2.197770677885541590e-01
4.024702080782962543e-01 3.480414972045722810e-01
4.018482673659012350e-01 2.353592699636979924e-01
4.028360472274425952e-01 3.296628865728208346e-01
4.026107966644397185e-01 2.518469389595092145e-01
4.031666204037057111e-01 3.033144473171615063e-01
4.030414768871391495e-01 2.688787483487381502e-01
4.032116757576396093e-01 2.907970675160108653e-01
