6.888149442958635404e-02 1.791845282363861702e-03
7.577164067627606414e-02 4.411461879924263862e-03
1.005555115443161895e-01 1.411995885971709108e-02
1.113825337130798232e-01 1.851179555283560818e-02
1.219730621190162623e-01 2.290363224595412528e-02
1.323292330750209800e-01 2.729546893907264238e-02
1.404291387926086543e-01 3.080119558441207772e-02
1.503692399821012771e-01 3.519303227753060870e-02
1.600809377404530665e-01 3.958486897064912580e-02
1.686196505018422442e-01 4.353365063987811590e-02
1.760482610422204885e-01 4.703937728521757899e-02
1.851544295325755485e-01 5.143121397833608222e-02
1.940400089764562352e-01 5.582305067145458544e-02
1.695754269949247828e-01 8.880728778885982333e-01
2.018426019772281421e-01 5.977183234068357554e-02
1.582304253820261408e-01 8.627832541099331731e-01
1.671219473174971881e-01 8.833982172360550500e-01
2.094700941652281045e-01 6.372061400991255176e-02
1.512198103679640582e-01 8.365703122644924106e-01
2.169240087974877440e-01 6.766939567914152798e-02
1.486827445640077627e-01 8.123459562204511375e-01
2.242058664244570565e-01 7.161817734837051808e-02
1.498622962618458843e-01 7.857316839504581152e-01
2.313171849137241054e-01 7.556695901759950817e-02
1.548135251325444273e-01 7.589793333671946973e-01
2.390279282260650007e-01 7.995879571071805303e-02
1.644005467146207877e-01 7.287711535975928134e-01
2.457840108438595905e-01 8.390757737994704313e-02
1.769390947104252376e-01 6.999755880983340450e-01
2.531034094844581972e-01 8.829941407306553247e-02
1.900835284446085183e-01 6.749954576106287352e-01
2.609264602534597799e-01 9.313430579007357657e-02
2.060019465378424286e-01 6.483708617284285047e-01
2.671350975341759693e-01 9.708308745930256667e-02
2.233871303308170297e-01 6.218817632564470621e-01
2.738515216701973287e-01 1.014749241524210838e-01
2.358590806160538733e-01 6.038993212431444935e-01
2.803710826101806219e-01 1.058667608455396009e-01
2.518584424865029092e-01 5.815970927469189533e-01
2.866958381451301108e-01 1.102585975386580902e-01
2.657664181291732319e-01 5.626177769298649212e-01
2.940418678882412706e-01 1.155365442795556336e-01
2.782285750676685154e-01 5.457429724762862255e-01
2.993580030453504293e-01 1.194853259487846237e-01
2.903454411598982432e-01 5.293112230465969459e-01
3.056597758396293329e-01 1.243202176657926955e-01
3.017031219283392574e-01 5.137655836646867202e-01
3.117358857363381475e-01 1.291551093828007257e-01
3.112962512940438131e-01 5.004352194022241296e-01
3.191594441325911191e-01 1.353191661714773231e-01
3.216244451022873818e-01 4.857756900680930134e-01
3.242306960707814767e-01 1.397110028645958679e-01
3.301596094878131993e-01 4.733314358534095878e-01
3.310467499407057090e-01 1.458750596532724653e-01
3.387256942894865119e-01 4.604441266148365242e-01
3.375156550236031450e-01 1.520391164419491181e-01
3.475207388568577471e-01 4.466707073284845175e-01
3.436429987935181174e-01 1.582031732306257155e-01
3.537782913316434019e-01 4.364417282332486159e-01
3.506396577139305748e-01 1.656963950909708938e-01
3.622865900732836764e-01 4.217821988991174442e-01
3.575197050057195014e-01 1.736326719752056547e-01
3.697311507504519312e-01 4.080087796127653821e-01
3.648773145538175555e-01 1.828981139311089410e-01
3.763733301150171684e-01 3.946784153503027914e-01
3.709202529751376431e-01 1.912774458392332844e-01
3.831621480873188546e-01 3.795758309922822038e-01
3.785469340806688621e-01 2.032012179384736772e-01
3.886508096101977117e-01 3.656884218211429727e-01
3.873196881669240810e-01 2.197770677885541590e-01
3.944862763665231142e-01 3.480414972045722810e-01
3.937118577485527737e-01 2.353592699636979924e-01
3.990846344686822533e-01 3.296628865728208346e-01
3.986179157476197332e-01 2.518469389595092145e-01
4.027679469091065556e-01 3.033144473171615063e-01
4.017882308605127406e-01 2.688787483487381502e-01
4.032116757576389432e-01 2.907970675160108653e-01
